Market,City,y15,y14,y10,y05,y03,,t1yr,t5yr,t10yr,t12yr,,Current,ShortTerm,MidTerm,LongTerm
31300,"Lumberton, NC",-0.56,-0.44,-0.4,-0.56,-0.59,,-0.13,-0.16,-0.01,0.03,,-1.6,-1.35,-0.44,-0.51
31340,"Lynchburg, VA",0.39,0.52,0.65,0.67,0.64,,-0.12,-0.25,-0.27,-0.24,,-0.59,-0.93,-0.02,0.04
31380,"Macomb, IL",-1.03,-1,-1.02,-0.99,-0.77,,-0.03,-0.01,-0.04,-0.26,,-1.3,-0.97,-1.13,-1.66
31420,"Macon-Bibb County, GA",0.57,0.54,0.59,1.75,1.65,,0.03,-0.01,-1.18,-1.08,,0.84,0.52,-2.19,-0.95
31420,"Macon, GA",0.57,0.54,0.59,1.75,1.65,,0.03,-0.01,-1.18,-1.08,,0.84,0.52,-2.19,-0.95
31460,"Madera, CA",-0.24,-0.07,-0.21,-0.23,-0.31,,-0.16,-0.03,-0.01,0.07,,-1.57,-0.16,-0.25,-0.07
31500,"Madison, IN",-0.92,-0.89,-0.84,-0.85,-0.73,,-0.03,-0.08,-0.07,-0.19,,-1.18,-1.27,-1.03,-1.34
31540,"Madison, WI",1.77,1.7,1.59,2.63,2.47,,0.07,0.18,-0.86,-0.69,,2.33,2.87,-0.44,0.88
31580,"Madisonville, KY",-0.71,-0.97,-0.92,-0.76,-0.89,,0.26,0.21,0.04,0.18,,1.36,0.36,-0.85,-0.33
31620,"Magnolia, AR",-0.99,-0.94,-0.9,-0.98,-1,,-0.05,-0.09,-0.02,0,,-1.41,-1.43,-0.96,-0.99
31660,"Malone, NY",-0.67,-0.86,-0.83,-0.56,-0.6,,0.2,0.16,-0.11,-0.07,,0.92,0.17,-1.1,-0.75
31700,"Manchester-Nashua, NH",1.52,1.53,1.64,1.25,1.53,,-0.01,-0.13,0.27,-0.01,,1.42,0.84,2.24,1.2
31740,"Manhattan, KS",-0.07,-0.03,-0.11,0.29,-0.36,,-0.04,0.04,-0.36,0.29,,-0.41,0.28,-0.97,0.99
31820,"Manitowoc, WI",-0.26,-0.16,-0.18,-0.31,-0.49,,-0.1,-0.08,0.05,0.24,,-1.09,-0.57,-0.09,0.26
31860,"Mankato-North Mankato, MN",0.17,0.14,0.18,0.09,-0.41,,0.02,-0.01,0.07,0.58,,0.36,0.14,0.32,1.51
31900,"Mansfield, OH",0.17,0.34,0.12,0.25,0.19,,-0.17,0.04,-0.08,-0.02,,-1.24,0.67,-0.1,0.18
31940,"Marinette, WI-MI",-0.59,-0.47,-0.4,-0.53,-0.57,,-0.13,-0.2,-0.06,-0.03,,-1.64,-1.58,-0.57,-0.63
31980,"Marion, IN",-0.7,-0.5,-0.61,-0.53,-0.61,,-0.2,-0.09,-0.17,-0.09,,-2.32,-0.99,-1.03,-0.77
32020,"Marion, OH",-0.52,-0.65,-0.77,-0.54,-0.54,,0.13,0.25,0.02,0.02,,0.53,0.9,-0.74,-0.51
32060,"Marion-Herrin, IL",#N/A,#N/A,-0.28,-0.54,-0.61,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
32100,"Marquette, MI",-0.28,-0.48,-0.44,-0.45,-0.5,,0.2,0.16,0.17,0.22,,1.37,0.56,-0.06,0.08
32140,"Marshall, MN",-0.93,-0.86,-0.88,-0.97,-0.74,,-0.07,-0.05,0.04,-0.18,,-1.52,-1.06,-0.8,-1.45
32180,"Marshall, MO",-1.18,-1.24,-1.04,-1.15,-1.3,,0.06,-0.14,-0.03,0.12,,-0.69,-2,-1.14,-0.88
32220,"Marshall, TX",-0.32,-0.42,-0.57,-0.81,-0.81,,0.1,0.24,0.49,0.49,,0.45,1.12,0.55,0.38
32260,"Marshalltown, IA",-0.93,-0.78,-0.59,-0.71,-0.9,,-0.15,-0.34,-0.22,-0.03,,-2.12,-2.75,-1.13,-0.8
32270,"Marshfield-Wisconsin Rapids, WI",#N/A,#N/A,-0.45,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
32280,"Martin, TN",-1.28,-1.3,-1.12,#N/A,#N/A,,0.02,-0.16,#N/A,#N/A,,-1.12,-2.18,#N/A,#N/A
32300,"Martinsville, VA",-0.32,-0.48,-0.37,-0.48,-0.68,,0.15,0.05,0.15,0.35,,0.91,-0.12,-0.04,0.38
32340,"Maryville, MO",-1.05,-0.91,-0.94,-0.99,-0.99,,-0.13,-0.1,-0.05,-0.06,,-2.14,-1.48,-1.1,-1.17
32380,"Mason City, IA",-0.31,-0.02,-0.32,0.09,-0.15,,-0.29,0.01,-0.4,-0.16,,-2.64,0.13,-1.27,-0.33
32460,"Mayfield, KY",-0.79,-0.83,-0.8,-0.92,-0.89,,0.04,0,0.13,0.09,,-0.5,-0.74,-0.52,-0.71
32500,"Maysville, KY",-1.2,-1.27,-1.39,-0.68,-0.45,,0.07,0.19,-0.52,-0.75,,-0.65,-0.02,-2.63,-2.57
32540,"McAlester, OK",-0.72,-0.69,-0.59,-0.77,-0.89,,-0.04,-0.13,0.04,0.17,,-1.01,-1.43,-0.51,-0.37
32580,"McAllen-Edinburg-Mission, TX",1.13,1.14,1.16,1.3,1.23,,-0.01,-0.03,-0.16,-0.1,,1.04,1.05,0.76,1.03
32620,"McComb, MS",-0.89,-0.64,-0.58,-0.18,-0.18,,-0.25,-0.31,-0.71,-0.71,,-2.9,-2.42,-2.26,-1.96
32660,"McMinnville, TN",-0.78,-0.71,-0.65,-0.54,-0.7,,-0.07,-0.14,-0.24,-0.08,,-1.39,-1.46,-1.23,-0.76
32700,"McPherson, KS",-0.65,-0.6,-0.55,-0.63,-0.44,,-0.05,-0.1,-0.02,-0.21,,-1.09,-1.16,-0.62,-1.18
32740,"Meadville, PA",-0.13,-0.17,-0.22,-0.32,-0.08,,0.04,0.09,0.19,-0.05,,0.18,0.42,0.2,-0.46
32780,"Medford, OR",0.68,0.89,0.88,0.7,0.83,,-0.21,-0.2,-0.02,-0.15,,-1.03,-0.28,0.82,0.3
32820,"Memphis, TN-MS-AR",2.03,2.1,2.14,1.69,1.76,,-0.08,-0.11,0.34,0.27,,1.4,1.52,2.89,2.33
32860,"Menomonie, WI",-0.75,-0.65,-0.73,-0.8,-0.73,,-0.1,-0.02,0.05,-0.02,,-1.56,-0.7,-0.64,-0.86
32900,"Merced, CA",0.06,0.09,0.07,0.07,0.11,,-0.03,-0.01,-0.01,-0.05,,-0.17,0.1,0.01,-0.08
32940,"Meridian, MS",-0.07,-0.15,-0.14,0.61,0.65,,0.09,0.07,-0.68,-0.72,,0.62,0.35,-1.74,-1.2
32980,"Merrill, WI",-0.94,-1.07,-1.02,-0.64,-0.58,,0.13,0.08,-0.3,-0.36,,0.11,-0.5,-1.75,-1.56
33020,"Mexico, MO",-1.15,-0.92,-0.95,-1,-1.23,,-0.23,-0.2,-0.15,0.08,,-3.02,-2.05,-1.33,-0.81
33060,"Miami, OK",-0.98,-0.85,-0.54,-0.94,-0.91,,-0.13,-0.44,-0.04,-0.07,,-2.07,-3.44,-0.66,-1.12
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",3.11,3.18,3.25,2.28,2.26,,-0.06,-0.13,0.84,0.86,,2.6,2.44,5.17,4.39
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",3.11,3.18,3.25,2.28,2.26,,-0.06,-0.13,0.84,0.86,,2.6,2.44,5.17,4.39
33140,"Michigan City-La Porte, IN",0.14,0.14,0.16,-0.26,-0.18,,0,-0.02,0.4,0.32,,0.15,0.11,1.07,0.5
33180,"Middlesborough, KY",-1.11,-1.15,-1.13,-0.86,-1.01,,0.03,0.02,-0.25,-0.1,,-0.84,-0.98,-1.75,-1.14
33220,"Midland, MI",-0.12,-0.02,-0.32,-0.2,-0.18,,-0.11,0.2,0.08,0.06,,-1,1.25,-0.16,-0.07
33260,"Midland, TX",0.75,0.61,0.51,0.44,0.55,,0.14,0.24,0.31,0.2,,1.84,2.11,1.21,0.92
33300,"Milledgeville, GA",-0.84,-0.93,-0.98,-0.74,-0.62,,0.09,0.14,-0.1,-0.23,,-0.1,-0.01,-1.25,-1.32
33340,"Milwaukee-Waukesha-West Allis, WI",3,2.84,2.93,0.79,1.13,,0.16,0.07,2.21,1.87,,4.3,3.33,8.08,5.42
33380,"Minden, LA",#N/A,#N/A,-0.86,-0.8,-0.8,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
33420,"Mineral Wells, TX",-0.9,-0.93,-0.98,-1.1,-1.19,,0.03,0.08,0.2,0.29,,-0.66,-0.38,-0.53,-0.41
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3.19,3.26,3.29,2.39,2.26,,-0.07,-0.11,0.8,0.93,,2.58,2.69,5.14,4.68
33500,"Minot, ND",-0.09,-0.27,-0.21,0.07,0.18,,0.18,0.12,-0.16,-0.26,,1.38,0.53,-0.6,-0.61
33540,"Missoula, MT",0.5,0.62,0.66,0.28,0.63,,-0.12,-0.16,0.22,-0.13,,-0.49,-0.29,1.16,-0.06
33580,"Mitchell, SD",-0.81,-0.63,-0.85,-0.97,-0.94,,-0.18,0.04,0.15,0.12,,-2.26,-0.33,-0.52,-0.68
33620,"Moberly, MO",-1.01,-0.96,-0.76,-1.1,-0.99,,-0.05,-0.24,0.09,-0.01,,-1.43,-2.36,-0.57,-1.15
33660,"Mobile, AL",1.14,1.15,1.09,1.36,1.18,,-0.01,0.05,-0.21,-0.04,,1.05,1.54,0.56,1.24
33700,"Modesto, CA",1.17,1.08,1.12,1.2,1.24,,0.1,0.05,-0.02,-0.07,,1.97,1.46,1.05,1
33740,"Monroe, LA",0.47,0.47,0.44,1.09,1.14,,0,0.03,-0.62,-0.67,,0.49,0.75,-1.03,-0.59
33780,"Monroe, MI",-0.19,-0.2,-0.21,-0.15,-0.25,,0.01,0.02,-0.04,0.05,,-0.16,-0.02,-0.34,-0.04
33820,"Monroe, WI",#N/A,#N/A,-0.44,-0.87,-0.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
33860,"Montgomery, AL",0.89,0.89,0.91,2.27,1.79,,0,-0.03,-1.39,-0.9,,0.84,0.8,-2.35,0.01
33940,"Montrose, CO",-0.41,-0.31,-0.67,-0.53,-0.57,,-0.1,0.26,0.12,0.16,,-1.21,1.33,-0.42,-0.16
33980,"Morehead City, NC",-0.11,-0.12,-0.29,-0.25,-0.4,,0.01,0.18,0.14,0.29,,-0.07,1.01,0.02,0.44
34020,"Morgan City, LA",0.22,0.32,0.02,-0.07,-0.1,,-0.1,0.2,0.3,0.32,,-0.58,1.6,0.69,0.7
34060,"Morgantown, WV",0.01,-0.15,-0.17,-0.21,-0.09,,0.15,0.18,0.22,0.09,,1.24,0.98,0.33,0
34100,"Morristown, TN",-0.26,-0.12,-0.15,0.35,0.31,,-0.15,-0.11,-0.61,-0.58,,-1.47,-0.74,-1.61,-1.11
34140,"Moscow, ID",-0.61,-0.63,-0.58,-0.87,-0.68,,0.02,-0.02,0.26,0.07,,-0.44,-0.69,0.01,-0.72
34180,"Moses Lake, WA",-0.31,-0.3,-0.41,-0.46,-0.32,,-0.01,0.1,0.15,0.01,,-0.38,0.36,-0.07,-0.46
34220,"Moultrie, GA",-0.81,-0.93,-1.07,-0.68,-0.8,,0.12,0.26,-0.13,-0.01,,0.12,0.69,-1.4,-0.73
34260,"Mountain Home, AR",-0.48,-0.54,-0.66,-0.79,-0.48,,0.06,0.18,0.31,0,,0.01,0.62,0.04,-0.81
34300,"Mountain Home, ID",-1.04,-1.18,-0.91,-1.35,-1.38,,0.13,-0.13,0.3,0.34,,0.04,-1.9,-0.23,-0.52
34340,"Mount Airy, NC",-0.36,-0.23,-0.38,-0.53,-0.39,,-0.13,0.02,0.17,0.03,,-1.45,-0.04,-0.02,-0.48
34380,"Mount Pleasant, MI",-0.48,-0.31,-0.41,-0.54,-0.43,,-0.18,-0.08,0.06,-0.05,,-1.93,-0.71,-0.29,-0.7
34420,"Mount Pleasant, TX",-1.03,-1.05,-0.99,-0.89,-0.93,,0.02,-0.04,-0.14,-0.11,,-0.88,-1.25,-1.35,-1.18
34460,"Mount Sterling, KY",-1.15,-1.17,-1.15,-0.76,0.17,,0.02,0,-0.39,-1.32,,-0.96,-1.08,-2.09,-4.06
34500,"Mount Vernon, IL",-0.79,-0.89,-0.74,0.02,-0.07,,0.1,-0.05,-0.81,-0.71,,0.05,-1.11,-2.66,-1.78
34540,"Mount Vernon, OH",-0.72,-0.96,-0.79,-0.96,-0.85,,0.24,0.07,0.24,0.13,,1.25,-0.48,-0.24,-0.66
34580,"Mount Vernon-Anacortes, WA",0.32,0.46,0.44,0.22,0.16,,-0.15,-0.12,0.1,0.16,,-0.88,-0.21,0.64,0.58
34620,"Muncie, IN",-0.07,0.11,0.12,0.06,0.25,,-0.18,-0.19,-0.13,-0.31,,-1.5,-0.97,-0.21,-0.73
34660,"Murray, KY",-0.87,-0.77,-0.94,-0.82,-0.91,,-0.09,0.08,-0.04,0.04,,-1.64,-0.24,-1.07,-0.74
34700,"Muscatine, IA",-0.91,-0.47,-0.72,-0.7,-0.73,,-0.44,-0.19,-0.21,-0.18,,-4.48,-1.54,-1.24,-1.16
34740,"Muskegon, MI",0.58,0.57,0.4,0.44,0.53,,0.01,0.18,0.13,0.04,,0.65,1.73,0.68,0.53
34740,"Muskegon-Norton Shores, MI",0.58,0.57,0.4,0.44,0.53,,0.01,0.18,0.13,0.04,,0.65,1.73,0.68,0.53
34780,"Muskogee, OK",-0.51,-0.49,-0.47,-0.6,-0.44,,-0.02,-0.04,0.09,-0.07,,-0.66,-0.68,-0.29,-0.8
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0.63,0.72,0.72,0.78,0.77,,-0.1,-0.09,-0.15,-0.14,,-0.17,0.26,0.34,0.4
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",0.63,0.72,0.72,0.78,0.77,,-0.1,-0.09,-0.15,-0.14,,-0.17,0.26,0.34,0.4
34860,"Nacogdoches, TX",-0.42,-0.26,-0.48,-0.77,-0.55,,-0.16,0.06,0.35,0.13,,-1.73,0.16,0.32,-0.46
34900,"Napa, CA",0.58,0.69,0.67,0.65,0.6,,-0.11,-0.09,-0.06,-0.01,,-0.28,0.22,0.5,0.6
34940,"Naples-Immokalee-Marco Island, FL",1.04,0.99,1.14,1.17,1.15,,0.04,-0.1,-0.14,-0.11,,1.37,0.44,0.79,0.87
34940,"Naples-Marco Island, FL",1.04,0.99,1.14,1.17,1.15,,0.04,-0.1,-0.14,-0.11,,1.37,0.44,0.79,0.87
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2.38,2.38,2.28,2.12,1.88,,0,0.1,0.26,0.5,,2.39,3.07,2.86,3.34
35020,"Natchez, MS-LA",-0.66,-0.53,-0.58,-0.72,-0.76,,-0.13,-0.08,0.06,0.1,,-1.76,-0.97,-0.45,-0.51
35060,"Natchitoches, LA",-1.05,-1.02,-0.97,-0.9,-0.92,,-0.04,-0.08,-0.15,-0.13,,-1.36,-1.43,-1.35,-1.25
35100,"New Bern, NC",-0.09,-0.04,0.08,0.63,0.35,,-0.06,-0.17,-0.73,-0.44,,-0.56,-1,-1.65,-0.49
35140,"Newberry, SC",-0.94,-1.18,-0.82,-1.09,-1.11,,0.24,-0.12,0.15,0.17,,1.03,-1.84,-0.49,-0.69
35220,"New Castle, IN",-1.06,-1.05,-0.85,-0.97,-0.98,,-0.01,-0.21,-0.09,-0.08,,-1.11,-2.27,-1.07,-1.18
35260,"New Castle, PA",-0.15,-0.2,-0.16,-0.21,-0.28,,0.06,0.01,0.07,0.13,,0.29,-0.1,-0.03,0.1
35300,"New Haven-Milford, CT",2.23,2.16,2.3,2.08,2.22,,0.07,-0.07,0.16,0.02,,2.81,1.82,2.64,2.1
35340,"New Iberia, LA",#N/A,#N/A,-0.29,-0.2,-0.17,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
35380,"New Orleans-Metairie, LA",1.91,1.88,1.89,2.26,1.95,,0.03,0.02,-0.35,-0.04,,2.16,2.09,1.04,2.13
35380,"New Orleans-Metairie-Kenner, LA",1.91,1.88,1.89,2.26,1.95,,0.03,0.02,-0.35,-0.04,,2.16,2.09,1.04,2.13
35420,"New Philadelphia-Dover, OH",0.01,-0.1,-0.09,-0.13,-0.22,,0.11,0.09,0.13,0.23,,0.89,0.52,0.2,0.42
35460,"Newport, TN",-1.04,-0.78,-1.02,-1.02,-1.14,,-0.26,-0.02,-0.02,0.1,,-3.15,-0.81,-1.09,-0.79
35500,"Newton, IA",-1.09,-0.9,-0.87,-1.03,-1.08,,-0.2,-0.22,-0.07,-0.01,,-2.69,-2.17,-1.05,-1.06
35580,"New Ulm, MN",-0.86,-0.82,-0.89,-0.84,-0.85,,-0.04,0.03,-0.01,-0.01,,-1.2,-0.56,-0.95,-0.9
35620,"New York-Newark-Jersey City, NY-NJ-PA",3.8,4.03,4.32,3.88,4.15,,-0.23,-0.52,-0.09,-0.35,,1.9,0.96,4.09,2.99
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",3.8,4.03,4.32,3.88,4.15,,-0.23,-0.52,-0.09,-0.35,,1.9,0.96,4.09,2.99
35660,"Niles-Benton Harbor, MI",0.56,0.56,0.48,0.5,0.49,,0.01,0.09,0.06,0.07,,0.61,1.14,0.6,0.66
35700,"Nogales, AZ",0.11,0.09,-0.12,-0.36,-0.13,,0.03,0.24,0.47,0.24,,0.31,1.59,0.95,0.22
35740,"Norfolk, NE",-0.45,-0.39,-0.42,-0.24,-0.07,,-0.06,-0.02,-0.2,-0.38,,-0.91,-0.48,-0.93,-1.21
35820,"North Platte, NE",-0.54,-0.5,-0.58,-0.78,-0.7,,-0.04,0.04,0.24,0.16,,-0.89,-0.21,-0.04,-0.41
35860,"North Vernon, IN",-1.03,-0.9,-0.84,-0.99,-1.07,,-0.13,-0.18,-0.03,0.04,,-2.05,-1.94,-0.94,-0.92
35900,"North Wilkesboro, NC",-0.68,-0.73,-0.47,-0.86,-0.81,,0.05,-0.21,0.18,0.12,,-0.27,-1.91,-0.08,-0.57
35940,"Norwalk, OH",-0.83,-0.81,-0.61,-0.77,-0.72,,-0.02,-0.22,-0.07,-0.11,,-1.03,-2.07,-0.79,-1.07
35980,"Norwich-New London, CT",0.6,0.58,0.61,0.45,0.47,,0.02,-0.01,0.15,0.12,,0.75,0.56,0.95,0.73
36020,"Oak Harbor, WA",-0.09,-0.1,-0.08,-0.12,-0.14,,0.01,-0.02,0.03,0.05,,-0.02,-0.14,-0.04,-0.02
36060,"Oak Hill, WV",#N/A,#N/A,-0.78,-0.88,-0.89,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
36100,"Ocala, FL",0.74,0.66,0.7,0.84,0.79,,0.08,0.04,-0.1,-0.05,,1.39,0.98,0.45,0.7
36140,"Ocean City, NJ",0.26,0.35,0.19,0.17,0.11,,-0.08,0.08,0.1,0.15,,-0.41,0.88,0.39,0.52
36180,"Ocean Pines, MD",#N/A,#N/A,0.1,-0.12,-0.02,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
36220,"Odessa, TX",0.46,0.71,0.46,0.39,0.53,,-0.25,0,0.07,-0.07,,-1.6,0.79,0.61,0.2
36260,"Ogden-Clearfield, UT",1.37,1.27,1.19,0.85,0.63,,0.11,0.18,0.52,0.75,,2.22,2.43,2.39,2.68
36300,"Ogdensburg-Massena, NY",-0.4,-0.5,-0.34,-0.46,-0.32,,0.1,-0.06,0.06,-0.07,,0.37,-0.77,-0.23,-0.66
36340,"Oil City, PA",-0.57,-0.5,-0.63,-0.77,-0.76,,-0.07,0.06,0.2,0.19,,-1.13,-0.05,-0.19,-0.31
36380,"Okeechobee, FL",-0.8,-0.94,-0.7,-0.81,-0.99,,0.14,-0.1,0.01,0.19,,0.36,-1.48,-0.7,-0.35
36420,"Oklahoma City, OK",1.66,1.68,1.81,1.95,1.75,,-0.02,-0.15,-0.29,-0.09,,1.46,0.85,1.12,1.7
36460,"Olean, NY",-0.23,-0.44,-0.2,-0.5,-0.54,,0.21,-0.03,0.27,0.31,,1.5,-0.53,0.41,0.25
36500,"Olympia-Tumwater, WA",0.64,0.81,0.71,0.58,0.69,,-0.17,-0.07,0.06,-0.05,,-0.75,0.43,0.82,0.43
36500,"Olympia, WA",0.64,0.81,0.71,0.58,0.69,,-0.17,-0.07,0.06,-0.05,,-0.75,0.43,0.82,0.43
36540,"Omaha-Council Bluffs, NE-IA",1.63,1.71,1.57,1.02,1.33,,-0.07,0.07,0.61,0.3,,1.02,2.17,2.97,1.75
36580,"Oneonta, NY",-0.36,-0.42,-0.25,-0.36,-0.56,,0.05,-0.11,0,0.2,,0.04,-1.03,-0.28,0.11
36620,"Ontario, OR-ID",-0.66,-0.63,-0.67,-0.57,-0.68,,-0.03,0.01,-0.09,0.02,,-0.92,-0.48,-0.9,-0.54
36660,"Opelousas, LA",-0.62,-0.5,-0.4,-0.62,-0.49,,-0.12,-0.22,0,-0.13,,-1.59,-1.73,-0.44,-0.97
36660,"Opelousas-Eunice, LA",-0.62,-0.5,-0.4,-0.62,-0.49,,-0.12,-0.22,0,-0.13,,-1.59,-1.73,-0.44,-0.97
36700,"Orangeburg, SC",-0.58,-0.57,-0.62,-0.32,-0.47,,-0.01,0.04,-0.26,-0.1,,-0.65,-0.24,-1.25,-0.59
36740,"Orlando-Kissimmee-Sanford, FL",2.3,2.27,2.35,1.07,0.73,,0.03,-0.05,1.22,1.57,,2.51,2.04,5.18,4.95
36740,"Orlando-Kissimmee, FL",2.3,2.27,2.35,1.07,0.73,,0.03,-0.05,1.22,1.57,,2.51,2.04,5.18,4.95
36780,"Oshkosh-Neenah, WI",0.69,0.64,0.66,0.63,0.53,,0.05,0.03,0.05,0.16,,1.12,0.88,0.76,1.01
36820,"Oskaloosa, IA",-1.1,-0.86,-1.16,-1.18,-1.2,,-0.24,0.06,0.08,0.1,,-3.03,-0.4,-1.01,-0.95
36860,"Ottawa-Peru, IL",-0.05,0.05,0.08,0.52,0.22,,-0.11,-0.13,-0.57,-0.27,,-0.92,-0.67,-1.28,-0.18
36860,"Ottawa-Streator, IL",-0.05,0.05,0.08,0.52,0.22,,-0.11,-0.13,-0.57,-0.27,,-0.92,-0.67,-1.28,-0.18
36900,"Ottumwa, IA",-0.8,-0.72,-0.87,-0.97,-0.98,,-0.08,0.07,0.18,0.18,,-1.42,-0.2,-0.49,-0.55
36940,"Owatonna, MN",-0.68,-0.59,-0.44,-0.43,-0.71,,-0.09,-0.23,-0.25,0.04,,-1.4,-1.93,-1.05,-0.36
36980,"Owensboro, KY",-0.01,0.03,0.02,0.42,0.45,,-0.05,-0.03,-0.43,-0.46,,-0.42,-0.1,-1.02,-0.75
37020,"Owosso, MI",-0.38,-0.54,-0.64,-0.71,-0.46,,0.16,0.25,0.32,0.08,,0.88,1.06,0.09,-0.53
37060,"Oxford, MS",-0.49,-0.44,-0.48,-0.42,-0.84,,-0.05,-0.01,-0.08,0.35,,-0.9,-0.44,-0.68,0.43
37100,"Oxnard-Thousand Oaks-Ventura, CA",1.89,1.85,1.85,2.11,2.13,,0.04,0.04,-0.21,-0.23,,2.21,2.18,1.32,1.5
37140,"Paducah, KY-IL",0.07,0.05,-0.11,0.29,0.57,,0.02,0.17,-0.22,-0.5,,0.21,1.17,-0.65,-0.98
37220,"Pahrump, NV",-0.73,-0.91,-0.83,-0.46,-0.97,,0.18,0.1,-0.26,0.25,,0.72,-0.21,-1.48,0.13
37260,"Palatka, FL",-0.52,-0.57,-0.69,-0.51,-0.72,,0.05,0.17,-0.01,0.2,,-0.1,0.53,-0.73,-0.03
37300,"Palestine, TX",-0.91,-0.62,-0.87,-1.12,-1.03,,-0.28,-0.04,0.21,0.12,,-3.22,-0.8,-0.39,-0.85
37340,"Palm Bay-Melbourne-Titusville, FL",1.17,1.29,1.19,1.38,1.29,,-0.12,-0.02,-0.21,-0.11,,0.21,1.24,0.68,1.07
37380,"Palm Coast, FL",#N/A,#N/A,0.03,-0.03,-0.21,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
37420,"Pampa, TX",-0.94,-1.03,-0.86,-0.75,-0.99,,0.09,-0.08,-0.18,0.05,,-0.21,-1.45,-1.31,-0.64
37460,"Panama City, FL",0.54,0.62,0.62,0.61,0.75,,-0.07,-0.07,-0.07,-0.21,,-0.05,0.26,0.43,0.07
37460,"Panama City-Lynn Haven, FL",0.54,0.62,0.62,0.61,0.75,,-0.07,-0.07,-0.07,-0.21,,-0.05,0.26,0.43,0.07
37500,"Paragould, AR",-0.88,-0.92,-0.88,-0.76,-0.86,,0.03,0,-0.12,-0.02,,-0.61,-0.85,-1.19,-0.84
37540,"Paris, TN",-0.91,-1.07,-1.02,-0.83,-0.86,,0.15,0.11,-0.08,-0.05,,0.32,-0.32,-1.23,-0.98
37580,"Paris, TX",-0.48,-0.56,-0.61,-0.49,-0.54,,0.07,0.12,0,0.06,,0.11,0.25,-0.62,-0.37
37620,"Parkersburg-Vienna, WV",-0.16,0.11,0.38,0.89,0.58,,-0.26,-0.54,-1.05,-0.74,,-2.31,-3.08,-2.08,-0.96
37620,"Parkersburg-Marietta-Vienna, WV-OH",-0.16,0.11,0.38,0.89,0.58,,-0.26,-0.54,-1.05,-0.74,,-2.31,-3.08,-2.08,-0.96
37660,"Parsons, KS",-1.1,-0.97,-1.17,-1.26,-1.06,,-0.14,0.07,0.15,-0.05,,-2.23,-0.48,-0.84,-1.39
37700,"Pascagoula, MS",#N/A,#N/A,-0.05,0.21,0.33,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
37740,"Payson, AZ",-0.45,-0.46,-0.84,-0.78,-0.73,,0.01,0.39,0.34,0.28,,-0.35,1.96,-0.08,-0.1
37780,"Pecos, TX",-1.21,-1.36,-1.71,-1.32,-0.73,,0.15,0.5,0.11,-0.48,,0.01,1.73,-1.48,-2.53
37800,"Pella, IA",#N/A,#N/A,-0.73,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
37820,"Pendleton-Hermiston, OR",#N/A,#N/A,-0.47,-0.15,-0.26,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
37860,"Pensacola-Ferry Pass-Brent, FL",0.79,0.64,0.94,0.82,0.43,,0.14,-0.15,-0.04,0.36,,1.94,-0.2,0.83,1.69
37900,"Peoria, IL",0.86,1.03,0.95,1.07,1.49,,-0.17,-0.09,-0.22,-0.63,,-0.52,0.54,0.42,-0.52
37940,"Peru, IN",-1.01,-0.89,-0.93,-1.12,-0.91,,-0.12,-0.08,0.11,-0.1,,-2.03,-1.33,-0.7,-1.4
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",3.41,3.37,3.55,3.86,3.9,,0.04,-0.14,-0.45,-0.49,,3.74,2.58,2.49,2.62
38020,"Phoenix Lake-Cedar Ridge, CA",#N/A,#N/A,-0.45,-0.35,-0.49,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
38060,"Phoenix-Mesa-Scottsdale, AZ",2.66,2.87,2.91,2.21,2.42,,-0.21,-0.25,0.45,0.24,,0.91,1.44,3.94,2.77
38100,"Picayune, MS",-1,-1.15,-1.07,-0.8,-0.92,,0.15,0.06,-0.21,-0.08,,0.2,-0.7,-1.57,-1.02
38180,"Pierre, SD",-0.58,-0.29,-0.41,-0.25,-0.74,,-0.29,-0.17,-0.33,0.16,,-2.93,-1.25,-1.21,0.12
