Market,City,y15,y14,y10,y05,y03,,t1yr,t5yr,t10yr,t12yr,,Current,ShortTerm,MidTerm,LongTerm
17060,"Chillicothe, OH",-0.52,-0.6,-0.62,-0.53,-0.62,,0.08,0.1,0.01,0.1,,0.15,0.07,-0.62,-0.3
17140,"Cincinnati, OH-KY-IN",2.76,2.57,2.85,2.17,2.26,,0.19,-0.09,0.59,0.5,,4.27,2.08,4.2,3.38
17140,"Cincinnati-Middletown, OH-KY-IN",2.76,2.57,2.85,2.17,2.26,,0.19,-0.09,0.59,0.5,,4.27,2.08,4.2,3.38
17180,"City of The Dalles, OR",#N/A,#N/A,-0.96,-0.84,-0.95,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
17200,"Claremont-Lebanon, NH-VT",0.87,0.82,-0.39,#N/A,#N/A,,0.05,1.26,#N/A,#N/A,,1.25,8.47,#N/A,#N/A
17200,"Claremont, NH",0.87,0.82,-0.39,#N/A,#N/A,,0.05,1.26,#N/A,#N/A,,1.25,8.47,#N/A,#N/A
17220,"Clarksburg, WV",-0.13,-0.29,-0.29,-0.01,0.5,,0.15,0.15,-0.12,-0.64,,1.09,0.7,-0.6,-1.62
17260,"Clarksdale, MS",-1.06,-1.01,-0.9,-0.91,-0.9,,-0.05,-0.16,-0.15,-0.16,,-1.43,-1.93,-1.26,-1.33
17300,"Clarksville, TN-KY",0.2,0.36,0.08,0.49,0.37,,-0.17,0.12,-0.29,-0.17,,-1.17,1.15,-0.63,0.04
17340,"Clearlake, CA",-0.5,-0.54,-0.39,-0.78,-0.61,,0.04,-0.11,0.28,0.11,,-0.21,-1.11,0.23,-0.52
17380,"Cleveland, MS",-1,-1.05,-0.9,-0.82,-0.9,,0.05,-0.1,-0.18,-0.1,,-0.59,-1.56,-1.36,-1.07
17420,"Cleveland, TN",-0.34,-0.3,-0.16,0.17,-0.01,,-0.05,-0.18,-0.52,-0.33,,-0.73,-1.32,-1.39,-0.68
17460,"Cleveland-Elyria, OH",3.31,3,3.19,1,1.2,,0.31,0.12,2.31,2.11,,5.81,3.77,8.55,6.23
17460,"Cleveland-Elyria-Mentor, OH",3.31,3,3.19,1,1.2,,0.31,0.12,2.31,2.11,,5.81,3.77,8.55,6.23
17500,"Clewiston, FL",-1.02,-1.03,-0.99,-1,-1.3,,0.01,-0.03,-0.02,0.28,,-0.97,-1.13,-1.06,-0.32
17540,"Clinton, IA",-0.82,-0.78,-0.81,-0.66,-0.66,,-0.04,-0.01,-0.17,-0.16,,-1.16,-0.79,-1.23,-1.08
17580,"Clovis, NM",-0.64,-0.71,-0.54,-0.72,-0.57,,0.07,-0.09,0.09,-0.06,,-0.06,-1.21,-0.36,-0.9
17660,"Coeur d'Alene, ID",0.6,0.7,0.55,0.26,0.24,,-0.1,0.05,0.34,0.36,,-0.24,1.08,1.32,1.14
17700,"Coffeyville, KS",-0.88,-0.72,-0.7,-1.04,-1.09,,-0.15,-0.18,0.16,0.22,,-2.12,-1.73,-0.35,-0.52
17740,"Coldwater, MI",-0.83,-0.81,-0.78,-0.73,-0.57,,-0.02,-0.05,-0.1,-0.26,,-0.98,-1.05,-1.04,-1.39
17780,"College Station-Bryan, TX",0.38,0.39,0.27,1.13,1.06,,-0.01,0.11,-0.75,-0.68,,0.28,1.13,-1.5,-0.58
17820,"Colorado Springs, CO",1.36,1.4,1.52,1.78,1.84,,-0.04,-0.16,-0.42,-0.48,,1.06,0.51,0.51,0.56
17860,"Columbia, MO",0.58,0.54,0.59,1.07,1.09,,0.04,-0.01,-0.49,-0.51,,0.94,0.56,-0.57,-0.22
17900,"Columbia, SC",1.44,1.37,1.56,2.21,1.91,,0.07,-0.13,-0.78,-0.48,,2.01,0.66,-0.27,1
17940,"Columbia, TN",#N/A,#N/A,-0.13,-0.31,-0.28,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
17980,"Columbus, GA-AL",0.57,0.54,0.43,1.4,1.37,,0.04,0.15,-0.83,-0.8,,0.87,1.5,-1.54,-0.6
18020,"Columbus, IN",-0.16,-0.21,0.03,-0.33,-0.3,,0.05,-0.19,0.16,0.13,,0.2,-1.28,0.38,-0.01
18060,"Columbus, MS",-0.28,-0.31,-0.58,-0.42,-0.22,,0.03,0.3,0.14,-0.06,,-0.04,1.55,-0.29,-0.59
18100,"Columbus, NE",-0.67,-0.65,-0.6,-0.91,-1.02,,-0.02,-0.07,0.24,0.36,,-0.83,-1.01,-0.06,-0.04
18140,"Columbus, OH",2.34,2.41,2.47,2.77,2.12,,-0.07,-0.13,-0.43,0.22,,1.78,1.71,1.44,3.29
18180,"Concord, NH",0.66,0.64,0.89,0.5,0.48,,0.02,-0.23,0.16,0.18,,0.79,-0.69,1.23,0.93
18220,"Connersville, IN",-1.15,-1.05,-1.18,-1.23,-1.03,,-0.1,0.03,0.08,-0.13,,-1.98,-0.83,-1.02,-1.57
18260,"Cookeville, TN",-0.1,-0.22,-0.12,0.53,0.67,,0.12,0.02,-0.63,-0.77,,0.85,-0.02,-1.63,-1.39
18300,"Coos Bay, OR",-0.29,-0.29,-0.35,-0.39,-0.42,,0.01,0.07,0.11,0.14,,-0.25,0.19,-0.13,-0.08
18340,"Corbin, KY",#N/A,#N/A,-1.01,-0.76,-0.83,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
18380,"Cordele, GA",-1.17,-1.24,-0.97,-1.32,-1.01,,0.07,-0.21,0.15,-0.17,,-0.64,-2.41,-0.64,-1.75
18420,"Corinth, MS",-0.88,-0.59,-0.81,-0.7,-1.02,,-0.3,-0.07,-0.19,0.13,,-3.29,-0.95,-1.27,-0.39
18460,"Cornelia, GA",-0.91,-1.09,-0.7,-0.84,-0.77,,0.18,-0.21,-0.08,-0.14,,0.53,-2.3,-0.91,-1.22
18500,"Corning, NY",-0.28,-0.39,-0.46,-0.47,-0.29,,0.11,0.19,0.19,0.01,,0.64,0.8,-0.04,-0.46
18580,"Corpus Christi, TX",0.87,0.99,1.02,1.73,1.88,,-0.12,-0.15,-0.86,-1.01,,-0.08,0.16,-1,-0.8
18620,"Corsicana, TX",-0.88,-0.75,-0.71,-0.93,-0.81,,-0.13,-0.17,0.05,-0.07,,-1.93,-1.68,-0.62,-1.11
18660,"Cortland, NY",-0.64,-0.49,-0.57,-0.79,-0.85,,-0.15,-0.07,0.15,0.21,,-1.84,-0.82,-0.24,-0.28
18700,"Corvallis, OR",0.1,-0.01,-0.09,-0.11,-0.18,,0.11,0.19,0.21,0.28,,0.98,1.23,0.37,0.57
18740,"Coshocton, OH",-0.74,-1.04,-1.07,-0.83,-0.99,,0.3,0.33,0.09,0.25,,1.71,1.02,-0.9,-0.22
18820,"Crawfordsville, IN",-0.91,-0.89,-0.71,-0.78,-0.9,,-0.02,-0.2,-0.13,-0.01,,-1.1,-2.01,-1.03,-0.83
18860,"Crescent City, CA",-1.08,-1.02,-0.98,-1.01,-1.16,,-0.06,-0.1,-0.07,0.08,,-1.55,-1.53,-1.17,-0.83
18900,"Crossville, TN",-0.54,-0.66,-0.72,-0.62,-0.72,,0.12,0.18,0.08,0.18,,0.44,0.5,-0.56,-0.21
18940,"Crowley, LA",#N/A,#N/A,-0.7,-0.94,-0.68,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
18980,"Cullman, AL",-0.15,-0.34,-0.44,-0.38,-0.22,,0.19,0.29,0.23,0.07,,1.39,1.5,0.07,-0.24
19020,"Culpeper, VA",#N/A,#N/A,-0.76,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
19060,"Cumberland, MD-WV",-0.33,-0.29,-0.35,-0.48,-0.51,,-0.04,0.02,0.15,0.18,,-0.68,-0.1,-0.02,-0.04
19100,"Dallas-Fort Worth-Arlington, TX",3.39,3.31,3.55,1.9,2.4,,0.08,-0.16,1.49,0.99,,4.05,2.4,7.01,4.33
19140,"Dalton, GA",0.72,1.08,0.93,1.03,0.97,,-0.35,-0.21,-0.31,-0.25,,-2.15,-0.11,0.18,0.4
19180,"Danville, IL",-0.63,-0.49,-0.67,-0.34,-0.41,,-0.14,0.04,-0.29,-0.22,,-1.75,-0.19,-1.36,-0.92
19220,"Danville, KY",-0.74,-0.78,-0.89,-0.81,-0.92,,0.04,0.15,0.08,0.18,,-0.39,0.2,-0.74,-0.39
19260,"Danville, VA",-0.28,-0.36,-0.48,-0.07,-0.25,,0.08,0.2,-0.21,-0.03,,0.33,0.93,-1,-0.18
19300,"Daphne-Fairhope-Foley, AL",0.54,0.64,0.39,0.13,0.29,,-0.1,0.16,0.41,0.25,,-0.28,1.65,1.32,0.72
19340,"Davenport-Moline-Rock Island, IA-IL",0.98,1.08,0.98,1.6,1.43,,-0.09,0.01,-0.62,-0.45,,0.21,1.19,-0.5,0.46
19380,"Dayton, OH",1.74,1.63,1.81,1.91,1.73,,0.1,-0.07,-0.17,0,,2.57,1.29,1.38,1.89
19460,"Decatur, AL",0.21,0.25,0.2,0.51,0.48,,-0.04,0,-0.3,-0.28,,-0.15,0.34,-0.52,-0.2
19500,"Decatur, IL",-0.23,-0.07,-0.05,-0.01,-0.03,,-0.17,-0.18,-0.22,-0.21,,-1.59,-1.09,-0.59,-0.55
19540,"Decatur, IN",-0.78,-0.58,-0.42,-0.65,-0.72,,-0.19,-0.36,-0.13,-0.06,,-2.33,-2.66,-0.74,-0.82
19580,"Defiance, OH",-0.89,-0.89,-0.72,-0.72,-0.88,,0,-0.17,-0.17,-0.01,,-0.9,-1.82,-1.14,-0.76
19620,"Del Rio, TX",-0.68,-0.84,-0.82,-0.71,-0.55,,0.16,0.14,0.03,-0.13,,0.61,0.09,-0.77,-1.05
19660,"Deltona-Daytona Beach-Ormond Beach, FL",1.15,1.16,1.1,1.22,1.24,,-0.01,0.06,-0.07,-0.09,,1.09,1.58,0.92,0.99
19700,"Deming, NM",-1.29,-1.52,-1.36,-1.03,-1.11,,0.23,0.07,-0.26,-0.18,,0.61,-1.04,-1.99,-1.49
19740,"Denver-Aurora-Lakewood, CO",2.54,2.62,2.57,3.69,3.16,,-0.08,-0.03,-1.15,-0.62,,1.89,2.53,-0.14,2.14
19740,"Denver-Aurora, CO",2.54,2.62,2.57,3.69,3.16,,-0.08,-0.03,-1.15,-0.62,,1.89,2.53,-0.14,2.14
19760,"DeRidder, LA",-1.11,-1.08,-1.15,-0.54,-1.1,,-0.02,0.05,-0.56,0,,-1.31,-0.74,-2.49,-0.58
19760,"De Ridder, LA",-1.11,-1.08,-1.15,-0.54,-1.1,,-0.02,0.05,-0.56,0,,-1.31,-0.74,-2.49,-0.58
19780,"Des Moines-West Des Moines, IA",1.35,1.51,1.52,2.34,2.44,,-0.16,-0.17,-0.99,-1.09,,0.05,0.55,-0.82,-0.39
19820,"Detroit-Warren-Dearborn, MI",3.21,3.08,3.21,1.06,1.39,,0.13,0.01,2.15,1.83,,4.28,3.18,8.2,5.58
19820,"Detroit-Warren-Livonia, MI",3.21,3.08,3.21,1.06,1.39,,0.13,0.01,2.15,1.83,,4.28,3.18,8.2,5.58
19860,"Dickinson, ND",-0.42,-0.39,-0.55,-1.1,-1.01,,-0.03,0.13,0.68,0.58,,-0.71,0.48,1,0.33
19900,"Dillon, SC",#N/A,#N/A,-1.28,-1.09,-1.29,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
19940,"Dixon, IL",-1.13,-1.14,-0.85,-0.69,-1.01,,0.01,-0.28,-0.44,-0.12,,-1.07,-2.76,-1.9,-1.01
19980,"Dodge City, KS",-0.73,-0.82,-0.73,-0.85,-0.84,,0.09,0,0.12,0.1,,-0.04,-0.75,-0.48,-0.62
20020,"Dothan, AL",0.16,0.28,0.21,1.08,0.71,,-0.12,-0.05,-0.92,-0.55,,-0.82,0.04,-1.95,-0.3
20060,"Douglas, GA",-0.87,-0.97,-0.64,-0.52,-0.67,,0.1,-0.23,-0.34,-0.2,,-0.08,-2.26,-1.47,-1.03
20100,"Dover, DE",0.18,0.09,0.2,-0.03,-0.29,,0.09,-0.02,0.21,0.47,,0.91,0.03,0.65,1.11
20140,"Dublin, GA",-0.59,-0.76,-0.64,-0.42,-0.28,,0.17,0.05,-0.16,-0.31,,0.77,-0.39,-1.05,-1.21
20180,"DuBois, PA",-0.2,-0.39,-0.37,-0.39,-0.44,,0.19,0.17,0.19,0.24,,1.31,0.72,0.04,0.19
20220,"Dubuque, IA",0.37,0.28,0.34,0.07,0.13,,0.1,0.03,0.3,0.25,,1.15,0.52,1.02,0.66
20260,"Duluth, MN-WI",0.78,0.78,0.69,1.23,1.24,,0.01,0.09,-0.45,-0.46,,0.83,1.38,-0.38,0.07
20300,"Dumas, TX",-1.24,-1.04,-1.07,-1.07,-1.31,,-0.19,-0.16,-0.16,0.07,,-2.82,-1.96,-1.48,-0.92
20340,"Duncan, OK",-0.76,-0.68,-0.83,-0.89,-1.07,,-0.08,0.07,0.13,0.31,,-1.42,-0.16,-0.55,-0.14
20380,"Dunn, NC",-0.48,-0.32,-0.33,-0.67,-0.65,,-0.17,-0.15,0.19,0.17,,-1.85,-1.17,0.08,-0.28
20420,"Durango, CO",0.2,0.24,0.01,0.13,0.24,,-0.03,0.19,0.07,-0.03,,-0.07,1.46,0.16,0.02
20460,"Durant, OK",-0.9,-0.76,-0.99,-0.99,-0.85,,-0.13,0.09,0.09,-0.05,,-1.97,-0.14,-0.8,-1.13
20500,"Durham-Chapel Hill, NC",1.44,1.37,1.39,0.79,1.05,,0.07,0.05,0.65,0.39,,1.98,1.77,2.87,1.75
20500,"Durham, NC",1.44,1.37,1.39,0.79,1.05,,0.07,0.05,0.65,0.39,,1.98,1.77,2.87,1.75
20540,"Dyersburg, TN",-0.84,-1.2,-1.04,-0.69,-0.7,,0.36,0.2,-0.15,-0.14,,2.08,0.09,-1.41,-1.06
20580,"Eagle Pass, TX",-0.65,-0.5,-0.83,-0.87,-0.92,,-0.15,0.18,0.21,0.26,,-1.87,0.64,-0.36,-0.23
20620,"East Liverpool-Salem, OH",#N/A,#N/A,-0.14,-0.07,0.02,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
20660,"Easton, MD",-0.17,-0.1,0,-0.34,-0.28,,-0.07,-0.18,0.17,0.11,,-0.76,-1.09,0.38,-0.09
20700,"East Stroudsburg, PA",0.12,0.03,0.18,0.25,0.2,,0.09,-0.06,-0.13,-0.08,,0.84,-0.28,-0.16,0.03
20740,"Eau Claire, WI",0.51,0.49,0.49,0,-0.15,,0.02,0.02,0.51,0.66,,0.69,0.69,1.66,1.63
20780,"Edwards, CO",0.58,0.46,0.69,0.76,0.79,,0.12,-0.11,-0.19,-0.22,,1.54,-0.14,0.22,0.21
20820,"Effingham, IL",-0.6,-0.62,-0.8,-0.8,-0.78,,0.03,0.2,0.2,0.18,,-0.4,0.67,-0.36,-0.37
20900,"El Campo, TX",-0.95,-0.96,-0.84,-0.82,-0.9,,0.02,-0.1,-0.13,-0.05,,-0.83,-1.52,-1.16,-0.96
20940,"El Centro, CA",0.21,0.23,0.34,0.13,0.08,,-0.02,-0.13,0.08,0.13,,0.04,-0.49,0.5,0.42
20980,"El Dorado, AR",-0.64,-0.64,-0.68,-0.66,-0.64,,-0.01,0.04,0.02,-0.01,,-0.7,-0.33,-0.66,-0.7
21020,"Elizabeth City, NC",-0.79,-0.91,-0.42,-0.1,-0.42,,0.12,-0.37,-0.69,-0.37,,0.15,-3.07,-2.05,-1.05
21060,"Elizabethtown-Fort Knox, KY",-0.02,-0.11,-0.17,0.16,0.06,,0.09,0.15,-0.18,-0.08,,0.7,0.86,-0.62,-0.06
21060,"Elizabethtown, KY",-0.02,-0.11,-0.17,0.16,0.06,,0.09,0.15,-0.18,-0.08,,0.7,0.86,-0.62,-0.06
21120,"Elk City, OK",-0.74,-0.78,-0.53,#N/A,#N/A,,0.04,-0.22,#N/A,#N/A,,-0.44,-2.02,#N/A,#N/A
21140,"Elkhart-Goshen, IN",1.88,1.99,1.7,1.9,2,,-0.11,0.18,-0.01,-0.12,,1.01,3.16,1.65,1.58
21220,"Elko, NV",-0.05,-0.17,-0.14,-0.49,-0.33,,0.12,0.09,0.44,0.28,,0.88,0.42,0.86,0.19
21260,"Ellensburg, WA",-0.53,-0.52,-0.61,-0.63,-0.63,,-0.02,0.07,0.09,0.1,,-0.69,0,-0.42,-0.4
21300,"Elmira, NY",-0.05,-0.13,-0.2,-0.07,-0.07,,0.08,0.15,0.02,0.02,,0.62,0.84,-0.19,-0.03
21340,"El Paso, TX",1.52,1.45,1.57,1.74,1.76,,0.08,-0.05,-0.22,-0.24,,2.13,1.22,1.03,1.12
21380,"Emporia, KS",-0.82,-0.79,-0.47,-0.9,-0.8,,-0.03,-0.35,0.08,-0.02,,-1.08,-2.85,-0.3,-0.97
21420,"Enid, OK",-0.49,-0.3,-0.47,-0.6,-0.61,,-0.19,-0.02,0.11,0.12,,-2.04,-0.33,-0.25,-0.33
21460,"Enterprise, AL",-0.87,-0.74,-0.48,-0.66,-0.8,,-0.13,-0.39,-0.21,-0.06,,-1.9,-3.01,-0.99,-0.84
21460,"Enterprise-Ozark, AL",-0.87,-0.74,-0.48,-0.66,-0.8,,-0.13,-0.39,-0.21,-0.06,,-1.9,-3.01,-0.99,-0.84
21500,"Erie, PA",0.99,0.89,1.02,1.1,1.06,,0.11,-0.03,-0.1,-0.07,,1.85,0.78,0.76,0.9
21540,"Escanaba, MI",-0.71,-0.62,-0.58,-0.66,-0.5,,-0.09,-0.13,-0.04,-0.21,,-1.43,-1.32,-0.71,-1.21
21580,"Espa?ola, NM",-0.71,-0.66,-0.59,-0.76,-0.75,,-0.06,-0.12,0.05,0.04,,-1.21,-1.33,-0.5,-0.69
21580,"Espanola, NM",-0.71,-0.66,-0.59,-0.76,-0.75,,-0.06,-0.12,0.05,0.04,,-1.21,-1.33,-0.5,-0.69
21640,"Eufaula, AL-GA",#N/A,#N/A,-1.17,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
21660,"Eugene, OR",1.17,1.21,1.2,1.23,1.17,,-0.05,-0.03,-0.06,0,,0.79,1.08,1.04,1.2
21660,"Eugene-Springfield, OR",1.17,1.21,1.2,1.23,1.17,,-0.05,-0.03,-0.06,0,,0.79,1.08,1.04,1.2
21700,"Eureka-Arcata-Fortuna, CA",0.24,0.3,0.38,0.21,0.21,,-0.05,-0.13,0.03,0.03,,-0.21,-0.44,0.44,0.27
21740,"Evanston, WY",-0.89,-0.9,-0.99,-0.73,-0.97,,0.01,0.09,-0.16,0.08,,-0.85,-0.28,-1.39,-0.56
21780,"Evansville, IN-KY",0.92,0.96,0.8,0.9,1.04,,-0.04,0.12,0.02,-0.12,,0.58,1.73,0.83,0.58
21820,"Fairbanks, AK",0.32,0.31,0.48,-0.14,0.05,,0.01,-0.16,0.46,0.27,,0.39,-0.56,1.51,0.51
21860,"Fairmont, MN",#N/A,#N/A,-1.06,-1,-1.13,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
21900,"Fairmont, WV",-0.45,-0.51,-0.35,-0.67,-0.69,,0.06,-0.1,0.22,0.24,,0.06,-1.06,0.13,-0.09
21980,"Fallon, NV",-0.92,-1.12,-0.7,-1.08,-1.4,,0.2,-0.22,0.16,0.48,,0.69,-2.41,-0.36,0.08
22020,"Fargo, ND-MN",0.77,0.83,0.95,0.22,0.46,,-0.06,-0.19,0.55,0.3,,0.25,-0.22,2.21,0.96
22060,"Faribault-Northfield, MN",-0.42,-0.37,-0.32,-0.36,-0.48,,-0.05,-0.1,-0.06,0.06,,-0.86,-0.9,-0.49,-0.24
22100,"Farmington, MO",-0.54,-0.56,-0.46,-0.64,-0.67,,0.02,-0.08,0.1,0.13,,-0.38,-0.98,-0.26,-0.33
22140,"Farmington, NM",0.05,-0.02,0.06,-0.08,-0.1,,0.07,-0.02,0.13,0.15,,0.57,-0.05,0.34,0.27
22180,"Fayetteville, NC",0.62,0.49,0.5,1.42,1.38,,0.13,0.12,-0.8,-0.76,,1.68,1.27,-1.38,-0.49
22220,"Fayetteville-Springdale-Rogers, AR-MO",1.27,1.26,0.99,0.68,1.09,,0.01,0.28,0.6,0.19,,1.37,3.04,2.36,1.12
22260,"Fergus Falls, MN",-0.48,-0.43,-0.45,-0.45,-0.65,,-0.05,-0.03,-0.03,0.17,,-0.9,-0.56,-0.53,-0.05
22280,"Fernley, NV",-0.5,-0.54,-0.12,#N/A,#N/A,,0.04,-0.38,#N/A,#N/A,,-0.22,-2.78,#N/A,#N/A
22300,"Findlay, OH",0.04,-0.18,-0.12,-0.39,-0.43,,0.21,0.16,0.43,0.46,,1.76,0.83,0.86,0.74
22340,"Fitzgerald, GA",-0.99,-1.44,-1.39,-1.09,-0.11,,0.45,0.4,0.1,-0.89,,2.66,1.01,-1.18,-3.32
22380,"Flagstaff, AZ",0.43,0.4,0.41,0.4,0.24,,0.03,0.01,0.03,0.19,,0.66,0.56,0.46,0.85
22420,"Flint, MI",0.87,0.87,0.94,1.16,1.27,,0,-0.07,-0.29,-0.4,,0.84,0.54,0.24,0.15
22500,"Florence, SC",0.27,0.19,0.18,-0.03,-0.22,,0.08,0.09,0.3,0.49,,0.9,0.8,0.85,1.16
22520,"Florence-Muscle Shoals, AL",0.15,0.16,0.15,#N/A,#N/A,,-0.01,0,#N/A,#N/A,,0.06,0.24,#N/A,#N/A
22540,"Fond du Lac, WI",-0.03,0.04,0.09,-0.08,0.07,,-0.07,-0.12,0.05,-0.1,,-0.6,-0.6,0.18,-0.35
22580,"Forest City, NC",-0.65,-0.72,-0.55,-0.65,-0.72,,0.08,-0.09,0.01,0.07,,-0.03,-1.22,-0.57,-0.5
22620,"Forrest City, AR",-1.19,-1.32,-0.95,-1.13,-1.17,,0.14,-0.24,-0.06,-0.02,,-0.1,-2.68,-1.11,-1.2
22660,"Fort Collins, CO",1.11,1.08,1.12,1.03,1.02,,0.03,-0.01,0.08,0.09,,1.36,1.11,1.28,1.23
22660,"Fort Collins-Loveland, CO",1.11,1.08,1.12,1.03,1.02,,0.03,-0.01,0.08,0.09,,1.36,1.11,1.28,1.23
22700,"Fort Dodge, IA",-0.58,-0.44,-0.3,-0.66,-0.65,,-0.14,-0.28,0.08,0.07,,-1.72,-2.05,-0.15,-0.5
22780,"Fort Leonard Wood, MO",-0.9,-0.73,-0.76,-0.83,-1.13,,-0.17,-0.15,-0.08,0.23,,-2.29,-1.57,-0.96,-0.29
22800,"Fort Madison-Keokuk, IA-IL-MO",-0.54,-0.7,-0.66,#N/A,#N/A,,0.16,0.12,#N/A,#N/A,,0.74,0.08,#N/A,#N/A
22800,"Fort Madison-Keokuk, IA-MO",-0.54,-0.7,-0.66,#N/A,#N/A,,0.16,0.12,#N/A,#N/A,,0.74,0.08,#N/A,#N/A
22820,"Fort Morgan, CO",-0.99,-1.22,-0.86,-0.94,-1.04,,0.23,-0.13,-0.05,0.05,,0.85,-1.91,-1,-0.83
22840,"Fort Payne, AL",#N/A,#N/A,-0.49,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
22860,"Fort Polk South, LA",-1.01,-0.83,-1.11,-0.98,-0.75,,-0.18,0.1,-0.03,-0.25,,-2.44,-0.13,-1.21,-1.62
22900,"Fort Smith, AR-OK",0.65,0.56,0.5,0.92,0.69,,0.09,0.14,-0.28,-0.04,,1.35,1.5,-0.17,0.8
22980,"Fort Valley, GA",#N/A,#N/A,-0.93,-0.76,-1.08,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
23020,"Fort Walton Beach-Crestview-Destin, FL",#N/A,#N/A,0.58,0.6,0.65,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
23060,"Fort Wayne, IN",1.38,1.36,1.53,2.28,2.05,,0.02,-0.15,-0.9,-0.67,,1.5,0.53,-0.59,0.6
23140,"Frankfort, IN",-1.17,-1.01,-0.86,-0.95,-1.11,,-0.16,-0.3,-0.22,-0.06,,-2.5,-2.77,-1.4,-1.11
23180,"Frankfort, KY",-0.25,-0.42,-0.17,-0.59,-0.51,,0.17,-0.08,0.34,0.26,,1.1,-0.85,0.6,0.04
23240,"Fredericksburg, TX",-0.44,-0.51,-0.41,#N/A,#N/A,,0.07,-0.03,#N/A,#N/A,,0.09,-0.64,#N/A,#N/A
23300,"Freeport, IL",-0.73,-0.61,-0.39,-0.71,-0.66,,-0.12,-0.34,-0.02,-0.07,,-1.73,-2.59,-0.47,-0.9
23340,"Fremont, NE",-0.75,-0.68,-0.86,-0.75,-1,,-0.07,0.11,-0.01,0.25,,-1.33,0.04,-0.9,-0.15
23380,"Fremont, OH",-0.55,-0.37,-0.56,-0.48,-0.45,,-0.18,0.01,-0.07,-0.1,,-1.98,-0.25,-0.76,-0.74
23420,"Fresno, CA",1.38,1.48,1.63,1.72,1.57,,-0.1,-0.25,-0.34,-0.19,,0.56,0.07,0.82,1.22
23460,"Gadsden, AL",-0.07,-0.08,-0.21,0.04,-0.03,,0.02,0.15,-0.1,-0.04,,0.06,0.87,-0.47,-0.08
23500,"Gaffney, SC",-0.47,-0.58,-0.49,-0.67,-0.59,,0.1,0.02,0.2,0.11,,0.35,-0.41,-0.05,-0.42
23540,"Gainesville, FL",0.78,0.64,0.67,1.35,1.3,,0.15,0.12,-0.56,-0.51,,1.96,1.42,-0.67,0.06
23580,"Gainesville, GA",0.64,0.5,0.74,0.5,0.27,,0.14,-0.11,0.14,0.37,,1.74,-0.07,1.05,1.39
23620,"Gainesville, TX",-0.67,-0.64,-0.81,-0.68,-1.11,,-0.04,0.13,0.01,0.43,,-0.97,0.24,-0.82,0.38
23660,"Galesburg, IL",-0.81,-0.64,-0.51,-0.62,-0.36,,-0.17,-0.29,-0.19,-0.45,,-2.23,-2.34,-0.98,-1.76
23700,"Gallup, NM",-0.4,-0.39,-0.4,-0.46,-0.36,,0,0,0.06,-0.04,,-0.44,-0.33,-0.28,-0.58
23780,"Garden City, KS",-0.71,-0.78,-0.72,-0.82,-0.72,,0.07,0.01,0.11,0.01,,-0.15,-0.65,-0.49,-0.82
23820,"Gardnerville Ranchos, NV",0.25,0,-0.07,0.09,-0.4,,0.25,0.32,0.16,0.65,,2.28,2.01,0.27,1.68
23860,"Georgetown, SC",-0.2,-0.23,-0.31,-0.25,-0.21,,0.03,0.11,0.05,0.01,,0.02,0.53,-0.21,-0.24
23900,"Gettysburg, PA",-0.11,-0.21,-0.37,-0.4,-0.23,,0.09,0.26,0.29,0.12,,0.65,1.45,0.28,-0.13
23940,"Gillette, WY",-0.27,-0.35,-0.31,-0.5,-0.63,,0.07,0.04,0.23,0.36,,0.32,-0.03,0.19,0.36
23980,"Glasgow, KY",-0.69,-0.46,-0.77,-0.65,-0.56,,-0.23,0.08,-0.04,-0.12,,-2.58,0.1,-0.88,-0.98
24020,"Glens Falls, NY",0.15,0.2,0.31,-0.33,-0.29,,-0.05,-0.16,0.48,0.44,,-0.26,-0.7,1.41,0.73
24100,"Gloversville, NY",-0.32,-0.41,-0.22,-0.52,-0.5,,0.09,-0.1,0.2,0.18,,0.39,-0.95,0.23,-0.09
24140,"Goldsboro, NC",-0.35,-0.35,-0.04,-0.17,-0.14,,0,-0.3,-0.18,-0.21,,-0.37,-2.11,-0.5,-0.72
24180,"Granbury, TX",#N/A,#N/A,-0.44,-0.38,-0.2,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
24220,"Grand Forks, ND-MN",-0.09,0.07,0.07,-0.22,-0.22,,-0.16,-0.17,0.13,0.13,,-1.41,-0.87,0.34,0.08
